"Commodity","Country","UOM","Category","SubCategory","RowNumber","YearNum","FoodValue"
"Chocolate","POLAND","Million $","Cocoa","Foods",35,"2009",14.4
"Chocolate","ITALY","Million $","Cocoa","Foods",36,"2009",23.4
"Chocolate","SWITZERLAND","Million $","Cocoa","Foods",37,"2009",44.9
"Chocolate","TURKEY","Million $","Cocoa","Foods",38,"2009",2.5
"Chocolate","REST OF WORLD","Million $","Cocoa","Foods",39,"2009",165.7
"Chocolate","WORLD","Million $","Cocoa","Foods",40,"2009",1323.5
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",41,"2009",377.7
"Sauces, soups, prepared foods","SINGAPORE","Million $","Other","Foods",1,"2009",7.4
"Sauces, soups, prepared foods","CANADA","Million $","Other","Foods",2,"2009",1283.5
"Sauces, soups, prepared foods","CHINA (MAINLAND)","Million $","Other","Foods",3,"2009",159.2
"Sauces, soups, prepared foods","MEXICO","Million $","Other","Foods",4,"2009",345.5
"Sauces, soups, prepared foods","ITALY","Million $","Other","Foods",5,"2009",191.3
"Sauces, soups, prepared foods","THAILAND","Million $","Other","Foods",6,"2009",255.7
"Sauces, soups, prepared foods","GERMANY, FED. REPUBLIC","Million $","Other","Foods",7,"2009",140
"Sauces, soups, prepared foods","TAIWAN","Million $","Other","Foods",8,"2009",56.1
"Sauces, soups, prepared foods","REST OF WORLD","Million $","Other","Foods",9,"2009",1169.2
"Sauces, soups, prepared foods","WORLD","Million $","Other","Foods",10,"2009",3607.9
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",11,"2009",1251.5
"Essential oils","IRELAND","Million $","Other","Foods",12,"2009",1742.3
"Essential oils","INDIA","Million $","Other","Foods",13,"2009",110.5
"Essential oils","BRAZIL","Million $","Other","Foods",14,"2009",36.5
"Essential oils","MEXICO","Million $","Other","Foods",15,"2009",33
"Essential oils","FRANCE","Million $","Other","Foods",16,"2009",61.5
"Essential oils","CHINA (MAINLAND)","Million $","Other","Foods",17,"2009",31.8
"Essential oils","CANADA","Million $","Other","Foods",18,"2009",39.7
"Essential oils","ARGENTINA","Million $","Other","Foods",19,"2009",70.6
"Essential oils","REST OF WORLD","Million $","Other","Foods",20,"2009",173.5
"Essential oils","WORLD","Million $","Other","Foods",21,"2009",2299.4
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",22,"2009",78
"Animal and other fats","CANADA","Million $","Other","Foods",23,"2009",149.7
"Animal and other fats","AUSTRALIA","Million $","Other","Foods",24,"2009",0.7
"Animal and other fats","NEW ZEALAND","Million $","Other","Foods",25,"2009",0.4
"Animal and other fats","NORWAY","Million $","Other","Foods",26,"2009",38.1
"Animal and other fats","BRAZIL","Million $","Other","Foods",27,"2009",0.5
"Animal and other fats","MEXICO","Million $","Other","Foods",28,"2009",23.9
"Animal and other fats","INDONESIA","Million $","Other","Foods",29,"2009",0.2
"Animal and other fats","URUGUAY","Million $","Other","Foods",30,"2009",0
"Animal and other fats","REST OF WORLD","Million $","Other","Foods",31,"2009",110.3
"Animal and other fats","WORLD","Million $","Other","Foods",32,"2009",323.8
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",33,"2009",174.3
"Other edible products","INDIA","Million $","Other","Foods",34,"2009",229.8
"Other edible products","CHINA (MAINLAND)","Million $","Other","Foods",35,"2009",218.6
"Other edible products","SPAIN","Million $","Other","Foods",36,"2009",49.3
"Other edible products","FRANCE","Million $","Other","Foods",37,"2009",126.4
"Other edible products","ITALY","Million $","Other","Foods",38,"2009",25.7
"Other edible products","MEXICO","Million $","Other","Foods",39,"2009",132.1
"Other edible products","CANADA","Million $","Other","Foods",40,"2009",98.7
"Other edible products","GERMANY, FED. REPUBLIC","Million $","Other","Foods",41,"2009",69.6
"Other edible products","REST OF WORLD","Million $","Other","Foods",42,"2009",432.3
"Other edible products","WORLD","Million $","Other","Foods",43,"2009",1382.5
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",44,"2009",335.5
"Total beverages","MEXICO","Million $","Beverages","Foods",1,"2009",1751.6
"Total beverages","FRANCE","Million $","Beverages","Foods",2,"2009",996
"Total beverages","ITALY","Million $","Beverages","Foods",3,"2009",1281.2
"Total beverages","NETHERLANDS","Million $","Beverages","Foods",4,"2009",984.5
"Total beverages","NEW ZEALAND","Million $","Beverages","Foods",5,"2009",156.7
"Total beverages","SPAIN","Million $","Beverages","Foods",6,"2009",255
"Total beverages","AUSTRIA","Million $","Beverages","Foods",7,"2009",343
"Total beverages","AUSTRALIA","Million $","Beverages","Foods",8,"2009",640.8
"Total beverages","SWITZERLAND","Million $","Beverages","Foods",9,"2009",404.7
"Total beverages","REST OF WORLD","Million $","Beverages","Foods",10,"2009",1936.4
"Total beverages","WORLD","Million $","Beverages","Foods",11,"2009",8749.9
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",12,"2009",5088.2
"Wine","FRANCE","Million $","Beverages","Foods",13,"2009",972.3
"Wine","ITALY","Million $","Beverages","Foods",14,"2009",1219.2
"Wine","NEW ZEALAND","Million $","Beverages","Foods",15,"2009",152.6
"Wine","SPAIN","Million $","Beverages","Foods",16,"2009",250
"Wine","AUSTRALIA","Million $","Beverages","Foods",17,"2009",638.6
"Wine","ARGENTINA","Million $","Beverages","Foods",18,"2009",215.6
"Wine","CHILE","Million $","Beverages","Foods",19,"2009",272.3
"Wine","REST OF WORLD","Million $","Beverages","Foods",20,"2009",346.7
"Wine","WORLD","Million $","Beverages","Foods",21,"2009",4067.3
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",22,"2009",961.2
"Malt beer","MEXICO","Million $","Beverages","Foods",23,"2009",1519.9
"Malt beer","NETHERLANDS","Million $","Beverages","Foods",24,"2009",957.3
"Malt beer","IRELAND","Million $","Beverages","Foods",25,"2009",144.3
"Malt beer","CANADA","Million $","Beverages","Foods",26,"2009",190.6
"Malt beer","GERMANY, FED. REPUBLIC","Million $","Beverages","Foods",27,"2009",127.8
"Malt beer","BELGIUM","Million $","Beverages","Foods",28,"2009",121.3
"Malt beer","ITALY","Million $","Beverages","Foods",29,"2009",25.5
"Malt beer","REST OF WORLD","Million $","Beverages","Foods",30,"2009",238.8
"Malt beer","WORLD","Million $","Beverages","Foods",31,"2009",3325.5
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",32,"2009",3014.6
"Nonalcoholic beverages","AUSTRIA","Million $","Beverages","Foods",33,"2009",332.2
"Nonalcoholic beverages","SWITZERLAND","Million $","Beverages","Foods",34,"2009",403.8
"Nonalcoholic beverages","MEXICO","Million $","Beverages","Foods",35,"2009",230.6
"Nonalcoholic beverages","PHILIPPINES","Million $","Beverages","Foods",36,"2009",3
"Nonalcoholic beverages","CANADA","Million $","Beverages","Foods",37,"2009",88.9
"Nonalcoholic beverages","ITALY","Million $","Beverages","Foods",38,"2009",36.5
"Nonalcoholic beverages","REST OF WORLD","Million $","Beverages","Foods",39,"2009",262.2
"Nonalcoholic beverages","WORLD","Million $","Beverages","Foods",40,"2009",1357.2
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",41,"2009",1112.5
"Liquors and liqueurs","MEXICO","Million $","Beverages","Foods",42,"2009",569.2
"Liquors and liqueurs","FRANCE","Million $","Beverages","Foods",43,"2009",1301.1
"Liquors and liqueurs","UNITED KINGDOM","Million $","Beverages","Foods",44,"2009",1015.1
"Liquors and liqueurs","CANADA","Million $","Beverages","Foods",45,"2009",273.5
"Liquors and liqueurs","IRELAND","Million $","Beverages","Foods",46,"2009",259.5
"Liquors and liqueurs","NETHERLANDS","Million $","Beverages","Foods",47,"2009",199.7
"Liquors and liqueurs","ITALY","Million $","Beverages","Foods",48,"2009",151.1
"Liquors and liqueurs","SWEDEN","Million $","Beverages","Foods",49,"2009",418.5
"Liquors and liqueurs","REST OF WORLD","Million $","Beverages","Foods",50,"2009",599.3
"Liquors and liqueurs","WORLD","Million $","Beverages","Foods",51,"2009",4787
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",52,"2009",538536.8
"U.S. imports","WORLD","Million $","Food dollars","Total foods",1,"2009",78472.3
"Live meat animals","WORLD","Million $","Food dollars","Foods",2,"2009",1661.5
"Meats","WORLD","Million $","Food dollars","Foods",3,"2009",4612.1
"Fish and shellfish","WORLD","Million $","Food dollars","Foods",4,"2009",12954
"Dairy","WORLD","Million $","Food dollars","Foods",5,"2009",1366.2
"Vegetables","WORLD","Million $","Food dollars","Foods",6,"2009",7512.8
"Fruits","WORLD","Million $","Food dollars","Foods",7,"2009",9799.9
"Nuts","WORLD","Million $","Food dollars","Foods",8,"2009",1285
"Coffee, tea, and spices","WORLD","Million $","Food dollars","Foods",9,"2009",5160.3
"Grains","WORLD","Million $","Food dollars","Foods",10,"2009",7035.6
"Vegetable oils","WORLD","Million $","Food dollars","Foods",11,"2009",4039.4
"Sugar and candy","WORLD","Million $","Food dollars","Foods",12,"2009",3205.6
"Cocoa and chocolate","WORLD","Million $","Food dollars","Foods",13,"2009",3476.4
"Other edible products","WORLD","Million $","Food dollars","Foods",14,"2009",7613.6
"Beverages","WORLD","Million $","Food dollars","Foods",15,"2009",8749.9
"Animals","WORLD","Million $","Food dollars","Subtotal foods",16,"2009",20593.8
"Plants","WORLD","Million $","Food dollars","Subtotal foods",17,"2009",49128.6
"Beverages","WORLD","Million $","Food dollars","Subtotal foods",18,"2009",8749.9
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",1,"2009",8350
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",1,"2009",1445.4
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2,"2009",2248.8
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",3,"2009",289.4
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",4,"2009",7312.6
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",5,"2009",9495.2
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",6,"2009",362.1
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",7,"2009",1823
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",8,"2009",8816.3
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",9,"2009",4435.7
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",10,"2009",3457.5
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",11,"2009",1169.4
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",12,"2009",1839.3
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",1,"2009",5088.2
"Live meat animals","WORLD","Dollars","Prices","Imported food prices",1,"2009",198.982035928144
"Meats","WORLD","Dollars per mt","Prices","Imported food prices",1,"2009",3190.88141690881
"Fish and shellfish","WORLD","Dollars per mt","Prices","Imported food prices",2,"2009",5760.40554962647
"Dairy","WORLD","Dollars per mt","Prices","Imported food prices",3,"2009",4720.80165860401
"Vegetables","WORLD","Dollars per mt","Prices","Imported food prices",4,"2009",1027.37740338594
"Fruits","WORLD","Dollars per mt","Prices","Imported food prices",5,"2009",1032.08989805375
"Nuts","WORLD","Dollars per mt","Prices","Imported food prices",6,"2009",3548.74344103839
"Coffee, tea, and spices","WORLD","Dollars per mt","Prices","Imported food prices",7,"2009",2830.66374108612
"Grains","WORLD","Dollars per mt","Prices","Imported food prices",8,"2009",798.021845899073
"Vegetable oils","WORLD","Dollars per mt","Prices","Imported food prices",9,"2009",910.656717090876
"Sugar and candy","WORLD","Dollars per mt","Prices","Imported food prices",10,"2009",927.143890093999
"Cocoa and chocolate","WORLD","Dollars per mt","Prices","Imported food prices",11,"2009",2972.8065674705
"Beverages","WORLD","Dollars per KL","Prices","Imported food prices",1,"2009",1719.64545418812
"Total live animals","CANADA","Million $","Animals","Foods",1,"2010",1444.8
"Total live animals","MEXICO","Million $","Animals","Foods",2,"2010",522.2
"Total live animals","REST OF WORLD","Million $","Animals","Foods",3,"2010",0.299999999999955
"Total live animals","WORLD","Million $","Animals","Foods",4,"2010",1967.3
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",5,"2010",7997.6
"Bovine animals, live","CANADA","Million $","Animals","Foods",6,"2010",1068.1
"Bovine animals, live","MEXICO","Million $","Animals","Foods",7,"2010",522.2
"Bovine animals, live","WORLD","Million $","Animals","Foods",8,"2010",1590.3
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",9,"2010",2298.5
"Swine, live","CANADA","Million $","Animals","Foods",10,"2010",349.6
"Swine, live","WORLD","Million $","Animals","Foods",11,"2010",349.6
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",12,"2010",5697.6
"Sheep and goats, live","CANADA","Million $","Animals","Foods",13,"2010",0.1
"Sheep and goats, live","WORLD","Million $","Animals","Foods",14,"2010",0.1
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",15,"2010",1.5
"Live poultry","CANADA","Million $","Animals","Foods",16,"2010",27
"Live poultry","WORLD","Million $","Animals","Foods",17,"2010",27.2
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",18,"2010",11996.8
"Bird eggs","CANADA","Million $","Animals","Foods",19,"2010",35.5
"Bird eggs","UNITED KINGDOM","Million $","Animals","Foods",20,"2010",0
"Bird eggs","NETHERLANDS","Million $","Animals","Foods",21,"2010",0
"Bird eggs","GERMANY, FED. REPUBLIC","Million $","Animals","Foods",22,"2010",0.1
"Bird eggs","CHINA (MAINLAND)","Million $","Animals","Foods",23,"2010",4.3
"Bird eggs","TAIWAN","Million $","Animals","Foods",24,"2010",2.6
"Bird eggs","TURKEY","Million $","Animals","Foods",25,"2010",0
"Bird eggs","REST OF WORLD","Million $","Animals","Foods",26,"2010",4.2
"Bird eggs","WORLD","Million $","Animals","Foods",27,"2010",46.7
"Total red meats, fresh and frozen","CANADA","Million $","Meats","Foods",1,"2010",1728.4
"Total red meats, fresh and frozen","AUSTRALIA","Million $","Meats","Foods",2,"2010",1148.2
"Total red meats, fresh and frozen","MEXICO","Million $","Meats","Foods",3,"2010",227.6
"Total red meats, fresh and frozen","NEW ZEALAND","Million $","Meats","Foods",4,"2010",718
"Total red meats, fresh and frozen","BRAZIL","Million $","Meats","Foods",5,"2010",0
"Total red meats, fresh and frozen","NICARAGUA","Million $","Meats","Foods",6,"2010",104.9
"Total red meats, fresh and frozen","URUGUAY","Million $","Meats","Foods",7,"2010",72.5
"Total red meats, fresh and frozen","REST OF WORLD","Million $","Meats","Foods",8,"2010",224
"Total red meats, fresh and frozen","WORLD","Million $","Meats","Foods",9,"2010",4223.6
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",10,"2010",1179.4
"Fresh or chilled red meats","CANADA","Million $","Meats","Foods",11,"2010",1522.6
"Fresh or chilled red meats","MEXICO","Million $","Meats","Foods",12,"2010",208.5
"Fresh or chilled red meats","AUSTRALIA","Million $","Meats","Foods",13,"2010",170.7
"Fresh or chilled red meats","NICARAGUA","Million $","Meats","Foods",14,"2010",22.3
"Fresh or chilled red meats","NEW ZEALAND","Million $","Meats","Foods",15,"2010",10.3
"Fresh or chilled red meats","ARGENTINA","Million $","Meats","Foods",16,"2010",0
"Fresh or chilled red meats","REST OF WORLD","Million $","Meats","Foods",17,"2010",22.7
"Fresh or chilled red meats","WORLD","Million $","Meats","Foods",18,"2010",1957.1
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",19,"2010",594.6
"Frozen red meats and parts","NEW ZEALAND","Million $","Meats","Foods",20,"2010",536.5
"Frozen red meats and parts","AUSTRALIA","Million $","Meats","Foods",21,"2010",612.2
"Frozen red meats and parts","BRAZIL","Million $","Meats","Foods",22,"2010",0
"Frozen red meats and parts","CANADA","Million $","Meats","Foods",23,"2010",204.5
"Frozen red meats and parts","MEXICO","Million $","Meats","Foods",24,"2010",18.5
"Frozen red meats and parts","URUGUAY","Million $","Meats","Foods",25,"2010",60.1
"Frozen red meats and parts","REST OF WORLD","Million $","Meats","Foods",26,"2010",295.1
"Frozen red meats and parts","WORLD","Million $","Meats","Foods",27,"2010",1726.9
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",28,"2010",510
"Fowl and other meats","CHILE","Million $","Meats","Foods",29,"2010",41.1
"Fowl and other meats","CANADA","Million $","Meats","Foods",30,"2010",136.2
"Fowl and other meats","NEW ZEALAND","Million $","Meats","Foods",31,"2010",10.2
"Fowl and other meats","CHINA (MAINLAND)","Million $","Meats","Foods",32,"2010",21.2
"Fowl and other meats","REST OF WORLD","Million $","Meats","Foods",33,"2010",3.60000000000002
"Fowl and other meats","WORLD","Million $","Meats","Foods",34,"2010",212.3
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",35,"2010",71.1
"Prepared meats","CANADA","Million $","Meats","Foods",36,"2010",252.7
"Prepared meats","BRAZIL","Million $","Meats","Foods",37,"2010",85.4
"Prepared meats","ITALY","Million $","Meats","Foods",38,"2010",62.3
"Prepared meats","MEXICO","Million $","Meats","Foods",39,"2010",31.6
"Prepared meats","NEW ZEALAND","Million $","Meats","Foods",40,"2010",37.8
"Prepared meats","URUGUAY","Million $","Meats","Foods",41,"2010",17.4
"Prepared meats","POLAND","Million $","Meats","Foods",42,"2010",36.7
"Prepared meats","SPAIN","Million $","Meats","Foods",43,"2010",9.7
"Prepared meats","REST OF WORLD","Million $","Meats","Foods",44,"2010",118.4
"Prepared meats","WORLD","Million $","Meats","Foods",45,"2010",652
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",46,"2010",121
"Total fish and shellfish","CANADA","Million $","Fish","Foods",1,"2010",2328.4
"Total fish and shellfish","CHILE","Million $","Fish","Foods",2,"2010",592.4
"Total fish and shellfish","INDIA","Million $","Fish","Foods",3,"2010",375.8
"Total fish and shellfish","INDONESIA","Million $","Fish","Foods",4,"2010",990.1
"Total fish and shellfish","VIETNAM","Million $","Fish","Foods",5,"2010",866.1
"Total fish and shellfish","CHINA (MAINLAND)","Million $","Fish","Foods",6,"2010",2369.2
"Total fish and shellfish","ECUADOR","Million $","Fish","Foods",7,"2010",648.4
"Total fish and shellfish","REST OF WORLD","Million $","Fish","Foods",8,"2010",6375.5
"Total fish and shellfish","WORLD","Million $","Fish","Foods",9,"2010",14545.9
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",10,"2010",2345
"Whole fish--fresh, chilled, or frozen","CANADA","Million $","Fish","Foods",11,"2010",634.7
"Whole fish--fresh, chilled, or frozen","NORWAY","Million $","Fish","Foods",12,"2010",53.7
"Whole fish--fresh, chilled, or frozen","CHILE","Million $","Fish","Foods",13,"2010",42.7
"Whole fish--fresh, chilled, or frozen","MEXICO","Million $","Fish","Foods",14,"2010",61.1
"Whole fish--fresh, chilled, or frozen","BRAZIL","Million $","Fish","Foods",15,"2010",25.4
"Whole fish--fresh, chilled, or frozen","FAROE ISLANDS","Million $","Fish","Foods",16,"2010",64.5
"Whole fish--fresh, chilled, or frozen","REST OF WORLD","Million $","Fish","Foods",17,"2010",788.4
"Whole fish--fresh, chilled, or frozen","WORLD","Million $","Fish","Foods",18,"2010",1670.5
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",19,"2010",349.2
"Fish fillets and mince","CHILE","Million $","Fish","Foods",20,"2010",468.2
"Fish fillets and mince","CHINA (MAINLAND)","Million $","Fish","Foods",21,"2010",1319.7
"Fish fillets and mince","VIETNAM","Million $","Fish","Foods",22,"2010",179.8
"Fish fillets and mince","NORWAY","Million $","Fish","Foods",23,"2010",398.9
"Fish fillets and mince","INDONESIA","Million $","Fish","Foods",24,"2010",203.7
"Fish fillets and mince","CANADA","Million $","Fish","Foods",25,"2010",267.3
"Fish fillets and mince","REST OF WORLD","Million $","Fish","Foods",26,"2010",924.4
"Fish fillets and mince","WORLD","Million $","Fish","Foods",27,"2010",3762
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",28,"2010",662.4
"Shellfish, fresh or frozen","CANADA","Million $","Fish","Foods",29,"2010",1092
"Shellfish, fresh or frozen","INDIA","Million $","Fish","Foods",30,"2010",317.5
"Shellfish, fresh or frozen","ECUADOR","Million $","Fish","Foods",31,"2010",404.3
"Shellfish, fresh or frozen","INDONESIA","Million $","Fish","Foods",32,"2010",440.1
"Shellfish, fresh or frozen","RUSSIA","Million $","Fish","Foods",33,"2010",217.8
"Shellfish, fresh or frozen","ARGENTINA","Million $","Fish","Foods",34,"2010",11.4
"Shellfish, fresh or frozen","MEXICO","Million $","Fish","Foods",35,"2010",259.9
"Shellfish, fresh or frozen","JAPAN","Million $","Fish","Foods",36,"2010",73.6
"Shellfish, fresh or frozen","REST OF WORLD","Million $","Fish","Foods",37,"2010",2686.8
"Shellfish, fresh or frozen","WORLD","Million $","Fish","Foods",38,"2010",5503.4
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",39,"2010",673.7
"Prepared fish and shellfish","INDONESIA","Million $","Fish","Foods",40,"2010",319.9
"Prepared fish and shellfish","THAILAND","Million $","Fish","Foods",41,"2010",1252.4
"Prepared fish and shellfish","VIETNAM","Million $","Fish","Foods",42,"2010",223
"Prepared fish and shellfish","INDIA","Million $","Fish","Foods",43,"2010",43.2
"Prepared fish and shellfish","CANADA","Million $","Fish","Foods",44,"2010",334.3
"Prepared fish and shellfish","CHINA (MAINLAND)","Million $","Fish","Foods",45,"2010",613.8
"Prepared fish and shellfish","ECUADOR","Million $","Fish","Foods",46,"2010",93.6
"Prepared fish and shellfish","CHILE","Million $","Fish","Foods",47,"2010",61.2
"Prepared fish and shellfish","REST OF WORLD","Million $","Fish","Foods",48,"2010",668.6
"Prepared fish and shellfish","WORLD","Million $","Fish","Foods",49,"2010",3610
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",50,"2010",659.7
"Total vegetables and preparations","MEXICO","Million $","Vegetables","Foods",1,"2010",4231.7
"Total vegetables and preparations","CANADA","Million $","Vegetables","Foods",2,"2010",1954.5
"Total vegetables and preparations","PERU","Million $","Vegetables","Foods",3,"2010",427.5
"Total vegetables and preparations","CHINA (MAINLAND)","Million $","Vegetables","Foods",4,"2010",484.5
"Total vegetables and preparations","SPAIN","Million $","Vegetables","Foods",5,"2010",315.1
"Total vegetables and preparations","GUATEMALA","Million $","Vegetables","Foods",6,"2010",108.2
"Total vegetables and preparations","GREECE","Million $","Vegetables","Foods",7,"2010",104.1
"Total vegetables and preparations","REST OF WORLD","Million $","Vegetables","Foods",8,"2010",1067.7
"Total vegetables and preparations","WORLD","Million $","Vegetables","Foods",9,"2010",8693.3
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",10,"2010",8087
"Fresh vegetables","MEXICO","Million $","Vegetables","Foods",11,"2010",3620.2
"Fresh vegetables","CANADA","Million $","Vegetables","Foods",12,"2010",997.4
"Fresh vegetables","PERU","Million $","Vegetables","Foods",13,"2010",238
"Fresh vegetables","GUATEMALA","Million $","Vegetables","Foods",14,"2010",57.4
"Fresh vegetables","CHINA (MAINLAND)","Million $","Vegetables","Foods",15,"2010",128.4
"Fresh vegetables","COSTA RICA","Million $","Vegetables","Foods",16,"2010",73.3
"Fresh vegetables","REST OF WORLD","Million $","Vegetables","Foods",17,"2010",249.3
"Fresh vegetables","WORLD","Million $","Vegetables","Foods",18,"2010",5364
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",19,"2010",5498.6
"Frozen vegetables","MEXICO","Million $","Vegetables","Foods",20,"2010",299.6
"Frozen vegetables","CANADA","Million $","Vegetables","Foods",21,"2010",118.6
"Frozen vegetables","GUATEMALA","Million $","Vegetables","Foods",22,"2010",38.8
"Frozen vegetables","CHINA (MAINLAND)","Million $","Vegetables","Foods",23,"2010",66.6
"Frozen vegetables","BELGIUM","Million $","Vegetables","Foods",24,"2010",8.7
"Frozen vegetables","ECUADOR","Million $","Vegetables","Foods",25,"2010",24.8
"Frozen vegetables","REST OF WORLD","Million $","Vegetables","Foods",26,"2010",73.6
"Frozen vegetables","WORLD","Million $","Vegetables","Foods",27,"2010",630.7
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",28,"2010",615.3
"Dried vegetables","CANADA","Million $","Vegetables","Foods",29,"2010",73.4
"Dried vegetables","CHINA (MAINLAND)","Million $","Vegetables","Foods",30,"2010",156
"Dried vegetables","INDIA","Million $","Vegetables","Foods",31,"2010",36.4
"Dried vegetables","MEXICO","Million $","Vegetables","Foods",32,"2010",42.3
"Dried vegetables","TURKEY","Million $","Vegetables","Foods",33,"2010",20
"Dried vegetables","REST OF WORLD","Million $","Vegetables","Foods",34,"2010",110.8
"Dried vegetables","WORLD","Million $","Vegetables","Foods",35,"2010",438.9
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",36,"2010",330.3
"Prepared or preserved vegetables","CANADA","Million $","Vegetables","Foods",37,"2010",768.2
"Prepared or preserved vegetables","MEXICO","Million $","Vegetables","Foods",38,"2010",269.7
"Prepared or preserved vegetables","PERU","Million $","Vegetables","Foods",39,"2010",156.7
"Prepared or preserved vegetables","SPAIN","Million $","Vegetables","Foods",40,"2010",303.5
"Prepared or preserved vegetables","GREECE","Million $","Vegetables","Foods",41,"2010",103.6
"Prepared or preserved vegetables","CHINA (MAINLAND)","Million $","Vegetables","Foods",42,"2010",143.7
"Prepared or preserved vegetables","REST OF WORLD","Million $","Vegetables","Foods",43,"2010",536.4
"Prepared or preserved vegetables","WORLD","Million $","Vegetables","Foods",44,"2010",2281.8
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",45,"2010",1680.1
"Total dairy products","ITALY","Million $","Dairy","Foods",1,"2010",277.4
"Total dairy products","IRELAND","Million $","Dairy","Foods",2,"2010",41.3
"Total dairy products","NEW ZEALAND","Million $","Dairy","Foods",3,"2010",238.8
"Total dairy products","FRANCE","Million $","Dairy","Foods",4,"2010",144.9
"Total dairy products","CANADA","Million $","Dairy","Foods",5,"2010",90
"Total dairy products","MEXICO","Million $","Dairy","Foods",6,"2010",65.1
"Total dairy products","NETHERLANDS","Million $","Dairy","Foods",7,"2010",63.4
"Total dairy products","SWITZERLAND","Million $","Dairy","Foods",8,"2010",61.9
"Total dairy products","REST OF WORLD","Million $","Dairy","Foods",9,"2010",380.3
"Total dairy products","WORLD","Million $","Dairy","Foods",10,"2010",1363.1
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",11,"2010",249.7
"Cheese, fresh or processed","ITALY","Million $","Dairy","Foods",12,"2010",277.2
"Cheese, fresh or processed","FRANCE","Million $","Dairy","Foods",13,"2010",142
"Cheese, fresh or processed","SWITZERLAND","Million $","Dairy","Foods",14,"2010",61.8
"Cheese, fresh or processed","NETHERLANDS","Million $","Dairy","Foods",15,"2010",59.3
"Cheese, fresh or processed","SPAIN","Million $","Dairy","Foods",16,"2010",45.8
"Cheese, fresh or processed","UNITED KINGDOM","Million $","Dairy","Foods",17,"2010",32.3
"Cheese, fresh or processed","IRELAND","Million $","Dairy","Foods",18,"2010",33.1
"Cheese, fresh or processed","REST OF WORLD","Million $","Dairy","Foods",19,"2010",315.5
"Cheese, fresh or processed","WORLD","Million $","Dairy","Foods",20,"2010",967
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",21,"2010",138.5
"Yogurt, buttermilk, or whey","NEW ZEALAND","Million $","Dairy","Foods",22,"2010",213.7
"Yogurt, buttermilk, or whey","CANADA","Million $","Dairy","Foods",23,"2010",46.2
